,rule,object_category,group,candidate,answer
70,Bring me a letter from the word 'letter',object to bring,object color,dark green and purple stripe,yes
71,Bring me a letter from the word 'letter',object to bring,object color,dark blue and purple stripe,yes
72,Bring me a letter from the word 'letter',object to bring,object color,red and yellow polka dot,yes
73,Bring me a letter from the word 'letter',object to bring,object color,red and green polka dot,yes
74,Bring me a letter from the word 'letter',object to bring,object color,red and blue polka dot,yes
75,Bring me a letter from the word 'letter',object to bring,object color,red and purple polka dot,yes
76,Bring me a letter from the word 'letter',object to bring,object color,yellow and green polka dot,yes
77,Bring me a letter from the word 'letter',object to bring,object color,yellow and blue polka dot,yes
78,Bring me a letter from the word 'letter',object to bring,object color,yellow and purple polka dot,yes
79,Bring me a letter from the word 'letter',object to bring,object color,green and blue polka dot,yes
80,Bring me a letter from the word 'letter',object to bring,object color,green and purple polka dot,yes
81,Bring me a letter from the word 'letter',object to bring,object color,blue and purple polka dot,yes
82,Bring me a letter from the word 'letter',object to bring,object color,dark red and yellow polka dot,yes
83,Bring me a letter from the word 'letter',object to bring,object color,dark red and green polka dot,yes
84,Bring me a letter from the word 'letter',object to bring,object color,dark red and blue polka dot,yes
85,Bring me a letter from the word 'letter',object to bring,object color,dark red and purple polka dot,yes
86,Bring me a letter from the word 'letter',object to bring,object color,dark yellow and green polka dot,yes
87,Bring me a letter from the word 'letter',object to bring,object color,dark yellow and blue polka dot,yes
88,Bring me a letter from the word 'letter',object to bring,object color,dark yellow and purple polka dot,yes
89,Bring me a letter from the word 'letter',object to bring,object color,dark green and blue polka dot,yes
90,Bring me a letter from the word 'letter',object to bring,object color,dark green and purple polka dot,yes
91,Bring me a letter from the word 'letter',object to bring,object color,dark blue and purple polka dot,yes
92,Bring me a letter from the word 'letter',object to bring,object color,red swirl,yes
93,Bring me a letter from the word 'letter',object to bring,object color,yellow swirl,yes
94,Bring me a letter from the word 'letter',object to bring,object color,green swirl,yes
95,Bring me a letter from the word 'letter',object to bring,object color,blue swirl,yes
96,Bring me a letter from the word 'letter',object to bring,object color,purple swirl,yes
97,Bring me a letter from the word 'letter',object to bring,object color,dark red swirl,yes
98,Bring me a letter from the word 'letter',object to bring,object color,dark yellow swirl,yes
99,Bring me a letter from the word 'letter',object to bring,object color,dark green swirl,yes
100,Bring me a letter from the word 'letter',object to bring,object color,dark blue swirl,yes
101,Bring me a letter from the word 'letter',object to bring,object color,dark purple swirl,yes
102,Bring me a letter from the word 'letter',object to bring,object color,red paisley,yes
103,Bring me a letter from the word 'letter',object to bring,object color,yellow paisley,yes
104,Bring me a letter from the word 'letter',object to bring,object color,green paisley,yes
105,Bring me a letter from the word 'letter',object to bring,object color,blue paisley,yes
106,Bring me a letter from the word 'letter',object to bring,object color,purple paisley,yes
