,rule,object_category,group,candidate,answer
63,Sweep the letter into the square without touching anything red,object to sweep,object color,dark red and green stripe,no
64,Sweep the letter into the square without touching anything red,object to sweep,object color,dark red and blue stripe,no
65,Sweep the letter into the square without touching anything red,object to sweep,object color,dark red and purple stripe,no
66,Sweep the letter into the square without touching anything red,object to sweep,object color,dark yellow and green stripe,yes
67,Sweep the letter into the square without touching anything red,object to sweep,object color,dark yellow and blue stripe,yes
68,Sweep the letter into the square without touching anything red,object to sweep,object color,dark yellow and purple stripe,yes
69,Sweep the letter into the square without touching anything red,object to sweep,object color,dark green and blue stripe,yes
70,Sweep the letter into the square without touching anything red,object to sweep,object color,dark green and purple stripe,yes
71,Sweep the letter into the square without touching anything red,object to sweep,object color,dark blue and purple stripe,yes
72,Sweep the letter into the square without touching anything red,object to sweep,object color,red and yellow polka dot,no
73,Sweep the letter into the square without touching anything red,object to sweep,object color,red and green polka dot,no
74,Sweep the letter into the square without touching anything red,object to sweep,object color,red and blue polka dot,no
75,Sweep the letter into the square without touching anything red,object to sweep,object color,red and purple polka dot,no
76,Sweep the letter into the square without touching anything red,object to sweep,object color,yellow and green polka dot,yes
77,Sweep the letter into the square without touching anything red,object to sweep,object color,yellow and blue polka dot,yes
78,Sweep the letter into the square without touching anything red,object to sweep,object color,yellow and purple polka dot,yes
79,Sweep the letter into the square without touching anything red,object to sweep,object color,green and blue polka dot,yes
80,Sweep the letter into the square without touching anything red,object to sweep,object color,green and purple polka dot,yes
81,Sweep the letter into the square without touching anything red,object to sweep,object color,blue and purple polka dot,yes
82,Sweep the letter into the square without touching anything red,object to sweep,object color,dark red and yellow polka dot,no
83,Sweep the letter into the square without touching anything red,object to sweep,object color,dark red and green polka dot,no
84,Sweep the letter into the square without touching anything red,object to sweep,object color,dark red and blue polka dot,no
85,Sweep the letter into the square without touching anything red,object to sweep,object color,dark red and purple polka dot,no
86,Sweep the letter into the square without touching anything red,object to sweep,object color,dark yellow and green polka dot,yes
87,Sweep the letter into the square without touching anything red,object to sweep,object color,dark yellow and blue polka dot,yes
88,Sweep the letter into the square without touching anything red,object to sweep,object color,dark yellow and purple polka dot,yes
89,Sweep the letter into the square without touching anything red,object to sweep,object color,dark green and blue polka dot,yes
90,Sweep the letter into the square without touching anything red,object to sweep,object color,dark green and purple polka dot,yes
91,Sweep the letter into the square without touching anything red,object to sweep,object color,dark blue and purple polka dot,yes
92,Sweep the letter into the square without touching anything red,object to sweep,object color,red swirl,no
93,Sweep the letter into the square without touching anything red,object to sweep,object color,yellow swirl,yes
94,Sweep the letter into the square without touching anything red,object to sweep,object color,green swirl,yes
95,Sweep the letter into the square without touching anything red,object to sweep,object color,blue swirl,yes
96,Sweep the letter into the square without touching anything red,object to sweep,object color,purple swirl,yes
97,Sweep the letter into the square without touching anything red,object to sweep,object color,dark red swirl,no
98,Sweep the letter into the square without touching anything red,object to sweep,object color,dark yellow swirl,yes
99,Sweep the letter into the square without touching anything red,object to sweep,object color,dark green swirl,yes
100,Sweep the letter into the square without touching anything red,object to sweep,object color,dark blue swirl,yes
101,Sweep the letter into the square without touching anything red,object to sweep,object color,dark purple swirl,yes
102,Sweep the letter into the square without touching anything red,object to sweep,object color,red paisley,no
103,Sweep the letter into the square without touching anything red,object to sweep,object color,yellow paisley,yes
104,Sweep the letter into the square without touching anything red,object to sweep,object color,green paisley,yes
105,Sweep the letter into the square without touching anything red,object to sweep,object color,blue paisley,yes
106,Sweep the letter into the square without touching anything red,object to sweep,object color,purple paisley,yes
107,Sweep the letter into the square without touching anything red,object to avoid touching,object type,L-shaped block,yes
108,Sweep the letter into the square without touching anything red,object to avoid touching,object type,block,yes
109,Sweep the letter into the square without touching anything red,object to avoid touching,object type,bowl,yes
110,Sweep the letter into the square without touching anything red,object to avoid touching,object type,container,yes
111,Sweep the letter into the square without touching anything red,object to avoid touching,object type,cross (block of this shape),yes
112,Sweep the letter into the square without touching anything red,object to avoid touching,object type,diamond (block of this shape),yes
113,Sweep the letter into the square without touching anything red,object to avoid touching,object type,flower (block of this shape),yes
114,Sweep the letter into the square without touching anything red,object to avoid touching,object type,heart (block of this shape),yes
115,Sweep the letter into the square without touching anything red,object to avoid touching,object type,hexagon (block of this shape),yes
116,Sweep the letter into the square without touching anything red,object to avoid touching,object type,letter A,yes
117,Sweep the letter into the square without touching anything red,object to avoid touching,object type,letter E,yes
118,Sweep the letter into the square without touching anything red,object to avoid touching,object type,letter G,yes
119,Sweep the letter into the square without touching anything red,object to avoid touching,object type,letter M,yes
120,Sweep the letter into the square without touching anything red,object to avoid touching,object type,letter R,yes
121,Sweep the letter into the square without touching anything red,object to avoid touching,object type,letter T,yes
122,Sweep the letter into the square without touching anything red,object to avoid touching,object type,letter V,yes
123,Sweep the letter into the square without touching anything red,object to avoid touching,object type,pallet,yes
124,Sweep the letter into the square without touching anything red,object to avoid touching,object type,pan,yes
125,Sweep the letter into the square without touching anything red,object to avoid touching,object type,pentagon (block of this shape),yes
126,Sweep the letter into the square without touching anything red,object to avoid touching,object type,ring (block of this shape),yes
127,Sweep the letter into the square without touching anything red,object to avoid touching,object type,round (block of this shape),yes
128,Sweep the letter into the square without touching anything red,object to avoid touching,object type,shorter block,yes
129,Sweep the letter into the square without touching anything red,object to avoid touching,object type,small block,yes
130,Sweep the letter into the square without touching anything red,object to avoid touching,object type,star (block of this shape),yes
131,Sweep the letter into the square without touching anything red,object to avoid touching,object type,triangle (block of this shape),yes
132,Sweep the letter into the square without touching anything red,object to avoid touching,object color,brick,yes
133,Sweep the letter into the square without touching anything red,object to avoid touching,object color,tiles,yes
134,Sweep the letter into the square without touching anything red,object to avoid touching,object color,wooden,yes
135,Sweep the letter into the square without touching anything red,object to avoid touching,object color,granite,yes
136,Sweep the letter into the square without touching anything red,object to avoid touching,object color,plastic,yes
137,Sweep the letter into the square without touching anything red,object to avoid touching,object color,polka dot,yes
138,Sweep the letter into the square without touching anything red,object to avoid touching,object color,checkerboard,yes
139,Sweep the letter into the square without touching anything red,object to avoid touching,object color,tiger,yes
140,Sweep the letter into the square without touching anything red,object to avoid touching,object color,magma,yes
141,Sweep the letter into the square without touching anything red,object to avoid touching,object color,rainbow,yes
142,Sweep the letter into the square without touching anything red,object to avoid touching,object color,blue,no
143,Sweep the letter into the square without touching anything red,object to avoid touching,object color,cyan,yes
144,Sweep the letter into the square without touching anything red,object to avoid touching,object color,green,no
145,Sweep the letter into the square without touching anything red,object to avoid touching,object color,olive,yes
146,Sweep the letter into the square without touching anything red,object to avoid touching,object color,orange,yes
147,Sweep the letter into the square without touching anything red,object to avoid touching,object color,pink,yes
148,Sweep the letter into the square without touching anything red,object to avoid touching,object color,purple,yes
149,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red,yes
150,Sweep the letter into the square without touching anything red,object to avoid touching,object color,yellow,yes
151,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark blue,yes
152,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark cyan,yes
153,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark green,yes
154,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark orange,no
155,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark pink,yes
156,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark purple,yes
157,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark red,yes
158,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark yellow,yes
159,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red and yellow stripe,yes
160,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red and green stripe,yes
161,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red and blue stripe,yes
162,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red and purple stripe,yes
163,Sweep the letter into the square without touching anything red,object to avoid touching,object color,yellow and green stripe,yes
164,Sweep the letter into the square without touching anything red,object to avoid touching,object color,yellow and blue stripe,yes
165,Sweep the letter into the square without touching anything red,object to avoid touching,object color,yellow and purple stripe,yes
166,Sweep the letter into the square without touching anything red,object to avoid touching,object color,green and blue stripe,yes
167,Sweep the letter into the square without touching anything red,object to avoid touching,object color,green and purple stripe,yes
168,Sweep the letter into the square without touching anything red,object to avoid touching,object color,blue and purple stripe,yes
169,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark red and yellow stripe,yes
170,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark red and green stripe,yes
171,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark red and blue stripe,yes
172,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark red and purple stripe,yes
173,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark yellow and green stripe,yes
174,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark yellow and blue stripe,yes
175,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark yellow and purple stripe,yes
176,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark green and blue stripe,yes
177,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark green and purple stripe,yes
178,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark blue and purple stripe,yes
179,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red and yellow polka dot,yes
180,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red and green polka dot,yes
181,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red and blue polka dot,yes
182,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red and purple polka dot,yes
183,Sweep the letter into the square without touching anything red,object to avoid touching,object color,yellow and green polka dot,yes
184,Sweep the letter into the square without touching anything red,object to avoid touching,object color,yellow and blue polka dot,yes
185,Sweep the letter into the square without touching anything red,object to avoid touching,object color,yellow and purple polka dot,yes
186,Sweep the letter into the square without touching anything red,object to avoid touching,object color,green and blue polka dot,yes
187,Sweep the letter into the square without touching anything red,object to avoid touching,object color,green and purple polka dot,yes
188,Sweep the letter into the square without touching anything red,object to avoid touching,object color,blue and purple polka dot,yes
189,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark red and yellow polka dot,yes
190,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark red and green polka dot,yes
191,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark red and blue polka dot,yes
192,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark red and purple polka dot,yes
193,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark yellow and green polka dot,yes
194,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark yellow and blue polka dot,yes
195,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark yellow and purple polka dot,yes
196,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark green and blue polka dot,yes
197,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark green and purple polka dot,yes
198,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark blue and purple polka dot,yes
199,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red swirl,yes
200,Sweep the letter into the square without touching anything red,object to avoid touching,object color,yellow swirl,yes
201,Sweep the letter into the square without touching anything red,object to avoid touching,object color,green swirl,yes
202,Sweep the letter into the square without touching anything red,object to avoid touching,object color,blue swirl,yes
203,Sweep the letter into the square without touching anything red,object to avoid touching,object color,purple swirl,yes
204,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark red swirl,yes
205,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark yellow swirl,yes
206,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark green swirl,yes
207,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark blue swirl,yes
208,Sweep the letter into the square without touching anything red,object to avoid touching,object color,dark purple swirl,no
209,Sweep the letter into the square without touching anything red,object to avoid touching,object color,red paisley,yes
210,Sweep the letter into the square without touching anything red,object to avoid touching,object color,yellow paisley,yes
211,Sweep the letter into the square without touching anything red,object to avoid touching,object color,green paisley,yes
212,Sweep the letter into the square without touching anything red,object to avoid touching,object color,blue paisley,yes
213,Sweep the letter into the square without touching anything red,object to avoid touching,object color,purple paisley,yes
