,rule,object_category,group,candidate,answer
109,Sweep the food into the sink,object to sweep,object color,dark red and purple polka dot,yes
110,Sweep the food into the sink,object to sweep,object color,dark yellow and green polka dot,yes
111,Sweep the food into the sink,object to sweep,object color,dark yellow and blue polka dot,yes
112,Sweep the food into the sink,object to sweep,object color,dark yellow and purple polka dot,yes
113,Sweep the food into the sink,object to sweep,object color,dark green and blue polka dot,yes
114,Sweep the food into the sink,object to sweep,object color,dark green and purple polka dot,yes
115,Sweep the food into the sink,object to sweep,object color,dark blue and purple polka dot,no
116,Sweep the food into the sink,object to sweep,object color,red swirl,yes
117,Sweep the food into the sink,object to sweep,object color,yellow swirl,yes
118,Sweep the food into the sink,object to sweep,object color,green swirl,yes
119,Sweep the food into the sink,object to sweep,object color,blue swirl,no
120,Sweep the food into the sink,object to sweep,object color,purple swirl,yes
121,Sweep the food into the sink,object to sweep,object color,dark red swirl,yes
122,Sweep the food into the sink,object to sweep,object color,dark yellow swirl,yes
123,Sweep the food into the sink,object to sweep,object color,dark green swirl,yes
124,Sweep the food into the sink,object to sweep,object color,dark blue swirl,yes
125,Sweep the food into the sink,object to sweep,object color,dark purple swirl,yes
126,Sweep the food into the sink,object to sweep,object color,red paisley,yes
127,Sweep the food into the sink,object to sweep,object color,yellow paisley,yes
128,Sweep the food into the sink,object to sweep,object color,green paisley,yes
129,Sweep the food into the sink,object to sweep,object color,blue paisley,yes
130,Sweep the food into the sink,object to sweep,object color,purple paisley,yes
131,Sweep the food into the sink,object to receive swept items,object type,L-shaped block,no
132,Sweep the food into the sink,object to receive swept items,object type,tomato,no
133,Sweep the food into the sink,object to receive swept items,object type,peach,no
134,Sweep the food into the sink,object to receive swept items,object type,apple,no
135,Sweep the food into the sink,object to receive swept items,object type,banana,no
136,Sweep the food into the sink,object to receive swept items,object type,pepper,no
137,Sweep the food into the sink,object to receive swept items,object type,drying rack,no
138,Sweep the food into the sink,object to receive swept items,object type,drying cloth,no
139,Sweep the food into the sink,object to receive swept items,object type,dish towel,no
140,Sweep the food into the sink,object to receive swept items,object type,plate,no
141,Sweep the food into the sink,object to receive swept items,object type,mug,no
142,Sweep the food into the sink,object to receive swept items,object type,cup,no
143,Sweep the food into the sink,object to receive swept items,object type,saucer,no
144,Sweep the food into the sink,object to receive swept items,object type,coaster,no
145,Sweep the food into the sink,object to receive swept items,object type,block,no
146,Sweep the food into the sink,object to receive swept items,object type,bowl,no
147,Sweep the food into the sink,object to receive swept items,object type,container,no
148,Sweep the food into the sink,object to receive swept items,object type,cross (block of this shape),no
149,Sweep the food into the sink,object to receive swept items,object type,diamond (block of this shape),no
150,Sweep the food into the sink,object to receive swept items,object type,flower (block of this shape),no
151,Sweep the food into the sink,object to receive swept items,object type,heart (block of this shape),no
152,Sweep the food into the sink,object to receive swept items,object type,hexagon (block of this shape),no
153,Sweep the food into the sink,object to receive swept items,object type,letter A,no
154,Sweep the food into the sink,object to receive swept items,object type,letter E,no
155,Sweep the food into the sink,object to receive swept items,object type,letter G,no
156,Sweep the food into the sink,object to receive swept items,object type,letter M,no
157,Sweep the food into the sink,object to receive swept items,object type,letter R,no
158,Sweep the food into the sink,object to receive swept items,object type,letter T,no
159,Sweep the food into the sink,object to receive swept items,object type,letter V,no
160,Sweep the food into the sink,object to receive swept items,object type,pallet,no
161,Sweep the food into the sink,object to receive swept items,object type,pan,no
162,Sweep the food into the sink,object to receive swept items,object type,pentagon (block of this shape),no
163,Sweep the food into the sink,object to receive swept items,object type,ring (block of this shape),no
164,Sweep the food into the sink,object to receive swept items,object type,round (block of this shape),no
165,Sweep the food into the sink,object to receive swept items,object type,shorter block,no
166,Sweep the food into the sink,object to receive swept items,object type,small block,no
167,Sweep the food into the sink,object to receive swept items,object type,star (block of this shape),no
168,Sweep the food into the sink,object to receive swept items,object type,triangle (block of this shape),no
169,Sweep the food into the sink,object to receive swept items,object type,book,no
170,Sweep the food into the sink,object to receive swept items,object type,iPad,no
171,Sweep the food into the sink,object to receive swept items,object type,phone,no
172,Sweep the food into the sink,object to receive swept items,object type,laptop,no
173,Sweep the food into the sink,object to receive swept items,object type,bin,no
174,Sweep the food into the sink,object to receive swept items,object type,stove,no
175,Sweep the food into the sink,object to receive swept items,object type,sharp block,no
176,Sweep the food into the sink,object to receive swept items,object type,knife,no
177,Sweep the food into the sink,object to receive swept items,object type,rug,no
178,Sweep the food into the sink,object to receive swept items,object type,box,no
179,Sweep the food into the sink,object to receive swept items,object color,brick,no
180,Sweep the food into the sink,object to receive swept items,object color,tiles,no
181,Sweep the food into the sink,object to receive swept items,object color,wooden,no
182,Sweep the food into the sink,object to receive swept items,object color,granite,no
183,Sweep the food into the sink,object to receive swept items,object color,plastic,no
184,Sweep the food into the sink,object to receive swept items,object color,carpet,yes
185,Sweep the food into the sink,object to receive swept items,object color,polka dot,no
186,Sweep the food into the sink,object to receive swept items,object color,checkerboard,no
187,Sweep the food into the sink,object to receive swept items,object color,tiger,no
188,Sweep the food into the sink,object to receive swept items,object color,magma,no
189,Sweep the food into the sink,object to receive swept items,object color,rainbow,no
190,Sweep the food into the sink,object to receive swept items,object color,blue,no
191,Sweep the food into the sink,object to receive swept items,object color,cyan,no
192,Sweep the food into the sink,object to receive swept items,object color,green,no
193,Sweep the food into the sink,object to receive swept items,object color,olive,no
194,Sweep the food into the sink,object to receive swept items,object color,orange,no
195,Sweep the food into the sink,object to receive swept items,object color,pink,yes
196,Sweep the food into the sink,object to receive swept items,object color,purple,no
197,Sweep the food into the sink,object to receive swept items,object color,red,no
198,Sweep the food into the sink,object to receive swept items,object color,yellow,no
199,Sweep the food into the sink,object to receive swept items,object color,dark blue,no
200,Sweep the food into the sink,object to receive swept items,object color,dark cyan,no
201,Sweep the food into the sink,object to receive swept items,object color,dark green,no
202,Sweep the food into the sink,object to receive swept items,object color,dark orange,no
203,Sweep the food into the sink,object to receive swept items,object color,dark pink,no
204,Sweep the food into the sink,object to receive swept items,object color,dark purple,no
205,Sweep the food into the sink,object to receive swept items,object color,dark red,no
206,Sweep the food into the sink,object to receive swept items,object color,dark yellow,no
207,Sweep the food into the sink,object to receive swept items,object color,red and yellow stripe,no
208,Sweep the food into the sink,object to receive swept items,object color,red and green stripe,no
209,Sweep the food into the sink,object to receive swept items,object color,red and blue stripe,no
210,Sweep the food into the sink,object to receive swept items,object color,red and purple stripe,no
211,Sweep the food into the sink,object to receive swept items,object color,yellow and green stripe,no
212,Sweep the food into the sink,object to receive swept items,object color,yellow and blue stripe,no
213,Sweep the food into the sink,object to receive swept items,object color,yellow and purple stripe,no
214,Sweep the food into the sink,object to receive swept items,object color,green and blue stripe,no
215,Sweep the food into the sink,object to receive swept items,object color,green and purple stripe,no
216,Sweep the food into the sink,object to receive swept items,object color,blue and purple stripe,no
217,Sweep the food into the sink,object to receive swept items,object color,dark red and yellow stripe,no
218,Sweep the food into the sink,object to receive swept items,object color,dark red and green stripe,no
219,Sweep the food into the sink,object to receive swept items,object color,dark red and blue stripe,no
220,Sweep the food into the sink,object to receive swept items,object color,dark red and purple stripe,no
221,Sweep the food into the sink,object to receive swept items,object color,dark yellow and green stripe,no
222,Sweep the food into the sink,object to receive swept items,object color,dark yellow and blue stripe,no
223,Sweep the food into the sink,object to receive swept items,object color,dark yellow and purple stripe,no
224,Sweep the food into the sink,object to receive swept items,object color,dark green and blue stripe,no
225,Sweep the food into the sink,object to receive swept items,object color,dark green and purple stripe,no
226,Sweep the food into the sink,object to receive swept items,object color,dark blue and purple stripe,no
227,Sweep the food into the sink,object to receive swept items,object color,red and yellow polka dot,yes
228,Sweep the food into the sink,object to receive swept items,object color,red and green polka dot,no
229,Sweep the food into the sink,object to receive swept items,object color,red and blue polka dot,yes
230,Sweep the food into the sink,object to receive swept items,object color,red and purple polka dot,no
231,Sweep the food into the sink,object to receive swept items,object color,yellow and green polka dot,no
232,Sweep the food into the sink,object to receive swept items,object color,yellow and blue polka dot,no
233,Sweep the food into the sink,object to receive swept items,object color,yellow and purple polka dot,no
234,Sweep the food into the sink,object to receive swept items,object color,green and blue polka dot,no
235,Sweep the food into the sink,object to receive swept items,object color,green and purple polka dot,no
236,Sweep the food into the sink,object to receive swept items,object color,blue and purple polka dot,yes
237,Sweep the food into the sink,object to receive swept items,object color,dark red and yellow polka dot,no
238,Sweep the food into the sink,object to receive swept items,object color,dark red and green polka dot,no
239,Sweep the food into the sink,object to receive swept items,object color,dark red and blue polka dot,no
240,Sweep the food into the sink,object to receive swept items,object color,dark red and purple polka dot,no
241,Sweep the food into the sink,object to receive swept items,object color,dark yellow and green polka dot,no
242,Sweep the food into the sink,object to receive swept items,object color,dark yellow and blue polka dot,no
243,Sweep the food into the sink,object to receive swept items,object color,dark yellow and purple polka dot,no
244,Sweep the food into the sink,object to receive swept items,object color,dark green and blue polka dot,no
245,Sweep the food into the sink,object to receive swept items,object color,dark green and purple polka dot,no
246,Sweep the food into the sink,object to receive swept items,object color,dark blue and purple polka dot,no
247,Sweep the food into the sink,object to receive swept items,object color,red swirl,no
248,Sweep the food into the sink,object to receive swept items,object color,yellow swirl,no
249,Sweep the food into the sink,object to receive swept items,object color,green swirl,no
250,Sweep the food into the sink,object to receive swept items,object color,blue swirl,no
251,Sweep the food into the sink,object to receive swept items,object color,purple swirl,no
252,Sweep the food into the sink,object to receive swept items,object color,dark red swirl,no
253,Sweep the food into the sink,object to receive swept items,object color,dark yellow swirl,no
254,Sweep the food into the sink,object to receive swept items,object color,dark green swirl,no
255,Sweep the food into the sink,object to receive swept items,object color,dark blue swirl,no
256,Sweep the food into the sink,object to receive swept items,object color,dark purple swirl,no
257,Sweep the food into the sink,object to receive swept items,object color,red paisley,no
258,Sweep the food into the sink,object to receive swept items,object color,yellow paisley,no
259,Sweep the food into the sink,object to receive swept items,object color,green paisley,no
260,Sweep the food into the sink,object to receive swept items,object color,blue paisley,no
261,Sweep the food into the sink,object to receive swept items,object color,purple paisley,no
