,rule,object_category,group,candidate,answer
68,Put away the food,object to put away,object color,dark blue,yes
69,Put away the food,object to put away,object color,dark cyan,yes
70,Put away the food,object to put away,object color,dark green,yes
71,Put away the food,object to put away,object color,dark orange,yes
72,Put away the food,object to put away,object color,dark pink,yes
73,Put away the food,object to put away,object color,dark purple,yes
74,Put away the food,object to put away,object color,dark red,yes
75,Put away the food,object to put away,object color,dark yellow,yes
76,Put away the food,object to put away,object color,red and yellow stripe,yes
77,Put away the food,object to put away,object color,red and green stripe,yes
78,Put away the food,object to put away,object color,red and blue stripe,yes
79,Put away the food,object to put away,object color,red and purple stripe,yes
80,Put away the food,object to put away,object color,yellow and green stripe,yes
81,Put away the food,object to put away,object color,yellow and blue stripe,yes
82,Put away the food,object to put away,object color,yellow and purple stripe,yes
83,Put away the food,object to put away,object color,green and blue stripe,yes
84,Put away the food,object to put away,object color,green and purple stripe,yes
85,Put away the food,object to put away,object color,blue and purple stripe,yes
86,Put away the food,object to put away,object color,dark red and yellow stripe,yes
87,Put away the food,object to put away,object color,dark red and green stripe,yes
88,Put away the food,object to put away,object color,dark red and blue stripe,yes
89,Put away the food,object to put away,object color,dark red and purple stripe,yes
90,Put away the food,object to put away,object color,dark yellow and green stripe,yes
91,Put away the food,object to put away,object color,dark yellow and blue stripe,yes
92,Put away the food,object to put away,object color,dark yellow and purple stripe,yes
93,Put away the food,object to put away,object color,dark green and blue stripe,yes
94,Put away the food,object to put away,object color,dark green and purple stripe,yes
95,Put away the food,object to put away,object color,dark blue and purple stripe,yes
96,Put away the food,object to put away,object color,red and yellow polka dot,yes
97,Put away the food,object to put away,object color,red and green polka dot,yes
98,Put away the food,object to put away,object color,red and blue polka dot,yes
99,Put away the food,object to put away,object color,red and purple polka dot,yes
100,Put away the food,object to put away,object color,yellow and green polka dot,yes
101,Put away the food,object to put away,object color,yellow and blue polka dot,yes
102,Put away the food,object to put away,object color,yellow and purple polka dot,yes
103,Put away the food,object to put away,object color,green and blue polka dot,yes
104,Put away the food,object to put away,object color,green and purple polka dot,yes
105,Put away the food,object to put away,object color,blue and purple polka dot,yes
106,Put away the food,object to put away,object color,dark red and yellow polka dot,yes
107,Put away the food,object to put away,object color,dark red and green polka dot,yes
108,Put away the food,object to put away,object color,dark red and blue polka dot,yes
109,Put away the food,object to put away,object color,dark red and purple polka dot,yes
110,Put away the food,object to put away,object color,dark yellow and green polka dot,yes
111,Put away the food,object to put away,object color,dark yellow and blue polka dot,yes
112,Put away the food,object to put away,object color,dark yellow and purple polka dot,yes
113,Put away the food,object to put away,object color,dark green and blue polka dot,yes
114,Put away the food,object to put away,object color,dark green and purple polka dot,yes
115,Put away the food,object to put away,object color,dark blue and purple polka dot,yes
116,Put away the food,object to put away,object color,red swirl,yes
117,Put away the food,object to put away,object color,yellow swirl,yes
118,Put away the food,object to put away,object color,green swirl,yes
119,Put away the food,object to put away,object color,blue swirl,yes
120,Put away the food,object to put away,object color,purple swirl,yes
121,Put away the food,object to put away,object color,dark red swirl,yes
122,Put away the food,object to put away,object color,dark yellow swirl,yes
123,Put away the food,object to put away,object color,dark green swirl,yes
124,Put away the food,object to put away,object color,dark blue swirl,yes
125,Put away the food,object to put away,object color,dark purple swirl,yes
126,Put away the food,object to put away,object color,red paisley,yes
127,Put away the food,object to put away,object color,yellow paisley,yes
128,Put away the food,object to put away,object color,green paisley,yes
129,Put away the food,object to put away,object color,blue paisley,yes
130,Put away the food,object to put away,object color,purple paisley,yes
