,rule,object_category,group,candidate,answer
61,Sweep the block into the square without touching the pan,object to sweep,object color,blue and purple stripe,yes
62,Sweep the block into the square without touching the pan,object to sweep,object color,dark red and yellow stripe,yes
63,Sweep the block into the square without touching the pan,object to sweep,object color,dark red and green stripe,yes
64,Sweep the block into the square without touching the pan,object to sweep,object color,dark red and blue stripe,yes
65,Sweep the block into the square without touching the pan,object to sweep,object color,dark red and purple stripe,yes
66,Sweep the block into the square without touching the pan,object to sweep,object color,dark yellow and green stripe,yes
67,Sweep the block into the square without touching the pan,object to sweep,object color,dark yellow and blue stripe,yes
68,Sweep the block into the square without touching the pan,object to sweep,object color,dark yellow and purple stripe,yes
69,Sweep the block into the square without touching the pan,object to sweep,object color,dark green and blue stripe,yes
70,Sweep the block into the square without touching the pan,object to sweep,object color,dark green and purple stripe,yes
71,Sweep the block into the square without touching the pan,object to sweep,object color,dark blue and purple stripe,yes
72,Sweep the block into the square without touching the pan,object to sweep,object color,red and yellow polka dot,yes
73,Sweep the block into the square without touching the pan,object to sweep,object color,red and green polka dot,yes
74,Sweep the block into the square without touching the pan,object to sweep,object color,red and blue polka dot,yes
75,Sweep the block into the square without touching the pan,object to sweep,object color,red and purple polka dot,yes
76,Sweep the block into the square without touching the pan,object to sweep,object color,yellow and green polka dot,yes
77,Sweep the block into the square without touching the pan,object to sweep,object color,yellow and blue polka dot,yes
78,Sweep the block into the square without touching the pan,object to sweep,object color,yellow and purple polka dot,yes
79,Sweep the block into the square without touching the pan,object to sweep,object color,green and blue polka dot,yes
80,Sweep the block into the square without touching the pan,object to sweep,object color,green and purple polka dot,yes
81,Sweep the block into the square without touching the pan,object to sweep,object color,blue and purple polka dot,yes
82,Sweep the block into the square without touching the pan,object to sweep,object color,dark red and yellow polka dot,yes
83,Sweep the block into the square without touching the pan,object to sweep,object color,dark red and green polka dot,yes
84,Sweep the block into the square without touching the pan,object to sweep,object color,dark red and blue polka dot,yes
85,Sweep the block into the square without touching the pan,object to sweep,object color,dark red and purple polka dot,yes
86,Sweep the block into the square without touching the pan,object to sweep,object color,dark yellow and green polka dot,yes
87,Sweep the block into the square without touching the pan,object to sweep,object color,dark yellow and blue polka dot,yes
88,Sweep the block into the square without touching the pan,object to sweep,object color,dark yellow and purple polka dot,yes
89,Sweep the block into the square without touching the pan,object to sweep,object color,dark green and blue polka dot,yes
90,Sweep the block into the square without touching the pan,object to sweep,object color,dark green and purple polka dot,yes
91,Sweep the block into the square without touching the pan,object to sweep,object color,dark blue and purple polka dot,yes
92,Sweep the block into the square without touching the pan,object to sweep,object color,red swirl,yes
93,Sweep the block into the square without touching the pan,object to sweep,object color,yellow swirl,yes
94,Sweep the block into the square without touching the pan,object to sweep,object color,green swirl,yes
95,Sweep the block into the square without touching the pan,object to sweep,object color,blue swirl,yes
96,Sweep the block into the square without touching the pan,object to sweep,object color,purple swirl,yes
97,Sweep the block into the square without touching the pan,object to sweep,object color,dark red swirl,yes
98,Sweep the block into the square without touching the pan,object to sweep,object color,dark yellow swirl,yes
99,Sweep the block into the square without touching the pan,object to sweep,object color,dark green swirl,yes
100,Sweep the block into the square without touching the pan,object to sweep,object color,dark blue swirl,yes
101,Sweep the block into the square without touching the pan,object to sweep,object color,dark purple swirl,yes
102,Sweep the block into the square without touching the pan,object to sweep,object color,red paisley,yes
103,Sweep the block into the square without touching the pan,object to sweep,object color,yellow paisley,yes
104,Sweep the block into the square without touching the pan,object to sweep,object color,green paisley,yes
105,Sweep the block into the square without touching the pan,object to sweep,object color,blue paisley,yes
106,Sweep the block into the square without touching the pan,object to sweep,object color,purple paisley,yes
107,Sweep the block into the square without touching the pan,object to avoid,object type,L-shaped block,no
108,Sweep the block into the square without touching the pan,object to avoid,object type,block,no
109,Sweep the block into the square without touching the pan,object to avoid,object type,bowl,no
110,Sweep the block into the square without touching the pan,object to avoid,object type,container,no
111,Sweep the block into the square without touching the pan,object to avoid,object type,cross (block of this shape),no
112,Sweep the block into the square without touching the pan,object to avoid,object type,diamond (block of this shape),no
113,Sweep the block into the square without touching the pan,object to avoid,object type,flower (block of this shape),no
114,Sweep the block into the square without touching the pan,object to avoid,object type,heart (block of this shape),no
115,Sweep the block into the square without touching the pan,object to avoid,object type,hexagon (block of this shape),no
116,Sweep the block into the square without touching the pan,object to avoid,object type,letter A,no
117,Sweep the block into the square without touching the pan,object to avoid,object type,letter E,no
118,Sweep the block into the square without touching the pan,object to avoid,object type,letter G,no
119,Sweep the block into the square without touching the pan,object to avoid,object type,letter M,no
120,Sweep the block into the square without touching the pan,object to avoid,object type,letter R,no
121,Sweep the block into the square without touching the pan,object to avoid,object type,letter T,no
122,Sweep the block into the square without touching the pan,object to avoid,object type,letter V,no
123,Sweep the block into the square without touching the pan,object to avoid,object type,pallet,no
124,Sweep the block into the square without touching the pan,object to avoid,object type,pan,yes
125,Sweep the block into the square without touching the pan,object to avoid,object type,pentagon (block of this shape),no
126,Sweep the block into the square without touching the pan,object to avoid,object type,ring (block of this shape),no
127,Sweep the block into the square without touching the pan,object to avoid,object type,round (block of this shape),no
128,Sweep the block into the square without touching the pan,object to avoid,object type,shorter block,no
129,Sweep the block into the square without touching the pan,object to avoid,object type,small block,no
130,Sweep the block into the square without touching the pan,object to avoid,object type,star (block of this shape),no
131,Sweep the block into the square without touching the pan,object to avoid,object type,triangle (block of this shape),no
132,Sweep the block into the square without touching the pan,object to avoid,object color,brick,yes
133,Sweep the block into the square without touching the pan,object to avoid,object color,tiles,yes
134,Sweep the block into the square without touching the pan,object to avoid,object color,wooden,yes
135,Sweep the block into the square without touching the pan,object to avoid,object color,granite,yes
136,Sweep the block into the square without touching the pan,object to avoid,object color,plastic,yes
137,Sweep the block into the square without touching the pan,object to avoid,object color,polka dot,yes
138,Sweep the block into the square without touching the pan,object to avoid,object color,checkerboard,yes
139,Sweep the block into the square without touching the pan,object to avoid,object color,tiger,yes
140,Sweep the block into the square without touching the pan,object to avoid,object color,magma,yes
141,Sweep the block into the square without touching the pan,object to avoid,object color,rainbow,yes
142,Sweep the block into the square without touching the pan,object to avoid,object color,blue,yes
143,Sweep the block into the square without touching the pan,object to avoid,object color,cyan,yes
144,Sweep the block into the square without touching the pan,object to avoid,object color,green,yes
145,Sweep the block into the square without touching the pan,object to avoid,object color,olive,yes
146,Sweep the block into the square without touching the pan,object to avoid,object color,orange,yes
147,Sweep the block into the square without touching the pan,object to avoid,object color,pink,yes
148,Sweep the block into the square without touching the pan,object to avoid,object color,purple,yes
149,Sweep the block into the square without touching the pan,object to avoid,object color,red,yes
150,Sweep the block into the square without touching the pan,object to avoid,object color,yellow,yes
151,Sweep the block into the square without touching the pan,object to avoid,object color,dark blue,yes
152,Sweep the block into the square without touching the pan,object to avoid,object color,dark cyan,yes
153,Sweep the block into the square without touching the pan,object to avoid,object color,dark green,yes
154,Sweep the block into the square without touching the pan,object to avoid,object color,dark orange,yes
155,Sweep the block into the square without touching the pan,object to avoid,object color,dark pink,yes
156,Sweep the block into the square without touching the pan,object to avoid,object color,dark purple,yes
157,Sweep the block into the square without touching the pan,object to avoid,object color,dark red,yes
158,Sweep the block into the square without touching the pan,object to avoid,object color,dark yellow,yes
159,Sweep the block into the square without touching the pan,object to avoid,object color,red and yellow stripe,yes
160,Sweep the block into the square without touching the pan,object to avoid,object color,red and green stripe,yes
161,Sweep the block into the square without touching the pan,object to avoid,object color,red and blue stripe,yes
162,Sweep the block into the square without touching the pan,object to avoid,object color,red and purple stripe,yes
163,Sweep the block into the square without touching the pan,object to avoid,object color,yellow and green stripe,yes
164,Sweep the block into the square without touching the pan,object to avoid,object color,yellow and blue stripe,yes
165,Sweep the block into the square without touching the pan,object to avoid,object color,yellow and purple stripe,yes
166,Sweep the block into the square without touching the pan,object to avoid,object color,green and blue stripe,yes
167,Sweep the block into the square without touching the pan,object to avoid,object color,green and purple stripe,yes
168,Sweep the block into the square without touching the pan,object to avoid,object color,blue and purple stripe,yes
169,Sweep the block into the square without touching the pan,object to avoid,object color,dark red and yellow stripe,yes
170,Sweep the block into the square without touching the pan,object to avoid,object color,dark red and green stripe,yes
171,Sweep the block into the square without touching the pan,object to avoid,object color,dark red and blue stripe,yes
172,Sweep the block into the square without touching the pan,object to avoid,object color,dark red and purple stripe,yes
173,Sweep the block into the square without touching the pan,object to avoid,object color,dark yellow and green stripe,yes
174,Sweep the block into the square without touching the pan,object to avoid,object color,dark yellow and blue stripe,yes
175,Sweep the block into the square without touching the pan,object to avoid,object color,dark yellow and purple stripe,yes
176,Sweep the block into the square without touching the pan,object to avoid,object color,dark green and blue stripe,yes
177,Sweep the block into the square without touching the pan,object to avoid,object color,dark green and purple stripe,yes
178,Sweep the block into the square without touching the pan,object to avoid,object color,dark blue and purple stripe,yes
179,Sweep the block into the square without touching the pan,object to avoid,object color,red and yellow polka dot,yes
180,Sweep the block into the square without touching the pan,object to avoid,object color,red and green polka dot,yes
181,Sweep the block into the square without touching the pan,object to avoid,object color,red and blue polka dot,yes
182,Sweep the block into the square without touching the pan,object to avoid,object color,red and purple polka dot,yes
183,Sweep the block into the square without touching the pan,object to avoid,object color,yellow and green polka dot,yes
184,Sweep the block into the square without touching the pan,object to avoid,object color,yellow and blue polka dot,yes
185,Sweep the block into the square without touching the pan,object to avoid,object color,yellow and purple polka dot,yes
186,Sweep the block into the square without touching the pan,object to avoid,object color,green and blue polka dot,yes
187,Sweep the block into the square without touching the pan,object to avoid,object color,green and purple polka dot,yes
188,Sweep the block into the square without touching the pan,object to avoid,object color,blue and purple polka dot,yes
189,Sweep the block into the square without touching the pan,object to avoid,object color,dark red and yellow polka dot,yes
190,Sweep the block into the square without touching the pan,object to avoid,object color,dark red and green polka dot,yes
191,Sweep the block into the square without touching the pan,object to avoid,object color,dark red and blue polka dot,yes
192,Sweep the block into the square without touching the pan,object to avoid,object color,dark red and purple polka dot,yes
193,Sweep the block into the square without touching the pan,object to avoid,object color,dark yellow and green polka dot,yes
194,Sweep the block into the square without touching the pan,object to avoid,object color,dark yellow and blue polka dot,yes
195,Sweep the block into the square without touching the pan,object to avoid,object color,dark yellow and purple polka dot,yes
196,Sweep the block into the square without touching the pan,object to avoid,object color,dark green and blue polka dot,yes
197,Sweep the block into the square without touching the pan,object to avoid,object color,dark green and purple polka dot,yes
198,Sweep the block into the square without touching the pan,object to avoid,object color,dark blue and purple polka dot,no
199,Sweep the block into the square without touching the pan,object to avoid,object color,red swirl,yes
200,Sweep the block into the square without touching the pan,object to avoid,object color,yellow swirl,yes
201,Sweep the block into the square without touching the pan,object to avoid,object color,green swirl,yes
202,Sweep the block into the square without touching the pan,object to avoid,object color,blue swirl,yes
203,Sweep the block into the square without touching the pan,object to avoid,object color,purple swirl,yes
204,Sweep the block into the square without touching the pan,object to avoid,object color,dark red swirl,yes
205,Sweep the block into the square without touching the pan,object to avoid,object color,dark yellow swirl,yes
206,Sweep the block into the square without touching the pan,object to avoid,object color,dark green swirl,yes
207,Sweep the block into the square without touching the pan,object to avoid,object color,dark blue swirl,yes
208,Sweep the block into the square without touching the pan,object to avoid,object color,dark purple swirl,yes
209,Sweep the block into the square without touching the pan,object to avoid,object color,red paisley,no
210,Sweep the block into the square without touching the pan,object to avoid,object color,yellow paisley,no
211,Sweep the block into the square without touching the pan,object to avoid,object color,green paisley,no
212,Sweep the block into the square without touching the pan,object to avoid,object color,blue paisley,no
213,Sweep the block into the square without touching the pan,object to avoid,object color,purple paisley,no
